,Dog Name,Tattoo,Gender,Breed,Color,Birthdate,Dam,Sire,Current Status Date,Status,Region,Pass_Fail
480,Amtrak,4A321,Male,LR,B,2021-10-02,Coco - S - 1C418 - LRBF,Darren - 4D20 - LRBM,2022-09-01,Released,Dominion Puppy Raising Region,False
485,Zoe,5ZZ21,Female,LR,Y,2021-09-24,Nyla - 2N319 - LRYF,Everett - 1E419 - LRYM,2021-11-19,Released,,False
486,Zodiac,4ZZ21,Male,LR,Y,2021-09-24,Nyla - 2N319 - LRYF,Everett - 1E419 - LRYM,2021-12-13,Other School,,True
489,Zircon (Buddy),9ZZ21,Male,LR,Y,2021-09-24,Nyla - 2N319 - LRYF,Everett - 1E419 - LRYM,2021-12-17,Other School,,True
493,Yeti (Duke B230),1YY21,Male,LR,Y,2021-09-23,Kyra - 5KK18 - LRBF,Enrico - 7EE19 - LRBM,2021-12-13,Other School,,True
497,Yin (Monty),4YY21,Male,LR,B,2021-09-23,Kyra - 5KK18 - LRBF,Enrico - 7EE19 - LRBM,2021-11-17,Released,,False
499,Walden (Oliver),1WW21,Male,LR,Y,2021-09-13,Ivory - 3II17 - LRYF,Shadow - 1S19 - LRBM,2021-11-03,Released,,False
500,Virginia (Vancouver),5VV21,Female,LR,B,2021-09-09,Noni - 2N18 - LRBF,Elrod - 6E319 - LRBM,2021-12-11,Other School,,True
501,Villa,6VV21,Female,LR,B,2021-09-09,Noni - 2N18 - LRBF,Elrod - 6E319 - LRBM,2021-12-11,Other School,,True
504,Valkyrie (Taz),10VV21,Female,LR,B,2021-09-09,Noni - 2N18 - LRBF,Elrod - 6E319 - LRBM,2021-12-08,Released,,False
505,Valaria (Valencia),1VV21,Female,LR,B,2021-09-09,Noni - 2N18 - LRBF,Elrod - 6E319 - LRBM,2021-12-11,Other School,,True
506,Verona,2VV21,Female,LR,B,2021-09-09,Noni - 2N18 - LRBF,Elrod - 6E319 - LRBM,2021-12-11,Other School,,True
514,Treasure (Zuri Elia),6TT21,Female,GS,B&T,2021-09-02,Emery - 4E19 - GSB&TF,Ogden - 5O314 - GSB&TM,2021-10-26,Released,,False
516,Travis (Argos),4TT21,Male,GS,B&T,2021-09-02,Emery - 4E19 - GSB&TF,Ogden - 5O314 - GSB&TM,2021-10-28,Other School,,True
518,Trish,7TT21,Female,GS,B&T,2021-09-02,Emery - 4E19 - GSB&TF,Ogden - 5O314 - GSB&TM,2022-04-13,Released,Columbus Puppy Raising Region,False
519,Twyla (A-Heidi),8TT21,Female,GS,B&T,2021-09-02,Emery - 4E19 - GSB&TF,Ogden - 5O314 - GSB&TM,2021-10-28,Other School,,True
520,Sanchez,1SS21,Male,LR,B,2021-09-01,Alibi - 2A416 - LRBF,Colonel - 2C319 - LRYM,2021-10-25,Released,,False
521,Sherry (Zora),2SS21,Female,LR,B,2021-09-01,Alibi - 2A416 - LRBF,Colonel - 2C319 - LRYM,2021-12-11,Other School,,True
524,Sean (Quito),5SS21,Male,LR,Y,2021-09-01,Alibi - 2A416 - LRBF,Colonel - 2C319 - LRYM,2021-10-25,Released,,False
534,Pearl,7PP21,Female,LR,Y,2021-08-19,Oma - S - 1OO15 - LRYF,Dover - 3D19 - LRBM,2021-10-15,Released,,False
546,Opus,8OO21,Male,LR,B,2021-08-16,Essence - 3EE18 - LRBF,Enrico - 7EE19 - LRBM,2021-10-12,Released,,False
547,Kent SSD,3N01265,Male,LR,B,2021-08-11,Dakota - S - 4D417 - LRBF *NOP*,Perry - 1P319 - LRBM,2022-06-16,Other School,,True
551,Nathan (Hobbes),6NN21,Male,LR,B,2021-08-11,Gibby - 2G19 - LRBF,Finn - 7F315 - LRYM,2021-10-04,Released,,False
554,Francis WCC Lois SSD,2N01265,Female,LR,B,2021-08-11,Dakota - S - 4D417 - LRBF *NOP*,Perry - 1P319 - LRBM,2021-08-11,Other School,,True
557,Merrie,1MM21,Female,LR,B,2021-08-07,Promise - 2P319 - LRYF,Shadow - 1S19 - LRBM,2021-10-15,Released,,False
560,Dilly Can Do,6N01262,Female,LR,B,2021-08-06,Breeze - 9B319 - LRYF *NOP*,Odin - 5OO19 - LRBM,2022-06-16,Other School,,True
561,Deja Can Do,3N01262,Female,LR,B,2021-08-06,Breeze - 9B319 - LRYF *NOP*,Odin - 5OO19 - LRBM,2022-06-16,Other School,,True
562,Dash Can Do,2N01262,Male,LR,B,2021-08-06,Breeze - 9B319 - LRYF *NOP*,Odin - 5OO19 - LRBM,2022-06-16,Other School,,True
563,Dani Can Do,1N01262,Female,LR,B,2021-08-06,Breeze - 9B319 - LRYF *NOP*,Odin - 5OO19 - LRBM,2022-06-16,Other School,,True
565,Lash (Marcello),3LL21,Male,LR,B,2021-08-05,Nell - 7N416 - LRBF,Donny - 2D419 - LRBM,2021-09-29,Released,,False
568,Lenny (Cisco),5LL21,Male,LR,B,2021-08-05,Nell - 7N416 - LRBF,Donny - 2D419 - LRBM,2021-09-29,Released,,False
572,Kai,8KK21,Male,LR,B,2021-07-27,Crumpet - 9C19 - LRBF,Dasher - 6D418 - LRBM,2021-09-20,Released,,False
576,Kelley,7KK21,Female,LR,B,2021-07-27,Crumpet - 9C19 - LRBF,Dasher - 6D418 - LRBM,2021-09-21,Released,,False
577,Kate,9KK21,Female,LR,B,2021-07-27,Crumpet - 9C19 - LRBF,Dasher - 6D418 - LRBM,2022-02-10,Released,Eastern CT Puppy Raising Region,False
578,Jonah,1JJ21,Male,LR,Y,2021-07-14,Colleen - 8C319 - LRYF,Waldo - 5W319 - LRBM,2022-03-21,Released,Maine Puppy Raising Region,False
579,Jett (Guinness),2JJ21,Male,LR,B,2021-07-14,Colleen - 8C319 - LRYF,Waldo - 5W319 - LRBM,2021-09-08,Released,,False
581,Jordana (Maya),6JJ21,Female,LR,Y,2021-07-14,Colleen - 8C319 - LRYF,Waldo - 5W319 - LRBM,2021-09-08,Released,,False
584,Josie,7JJ21,Female,LR,Y,2021-07-14,Colleen - 8C319 - LRYF,Waldo - 5W319 - LRBM,2021-09-08,Released,,False
587,Izzie (Nani),2II21,Female,LR,Y,2021-07-12,Farrah - 9F318 - LRYF,Gomer - 4G319 - LRYM,2021-09-07,Released,,False
592,Herman,5HH21,Male,LR,B,2021-07-09,Emblem - 6EE19 - LRYF,Duke - 2DD17 - LRB&TM,2021-09-03,Released,,False
596,Hugh (Gibby),1HH21,Male,LR,Y,2021-07-09,Emblem - 6EE19 - LRYF,Duke - 2DD17 - LRB&TM,2021-09-02,Released,,False
605,Fred,8FF21,Male,LR,B,2021-07-02,Oksana - 6OO19 - LRBF,Gomer - 4G319 - LRYM,2021-08-18,Released,,False
607,Fancy (Willow),5FF21,Female,LR,B,2021-07-02,Oksana - 6OO19 - LRBF,Gomer - 4G319 - LRYM,2021-08-26,Released,,False
609,Fiesta (Rosina),7FF21,Female,LR,B,2021-07-02,Oksana - 6OO19 - LRBF,Gomer - 4G319 - LRYM,2021-08-27,Released,,False
613,Ed (Eddie),1EE21,Male,LR,B,2021-06-29,Frannie - 2FF17 - LRBF,Dasher - 6D418 - LRBM,2022-01-13,Released,Columbus Puppy Raising Region,False
614,Enzo,2EE21,Male,LR,B,2021-06-29,Frannie - 2FF17 - LRBF,Dasher - 6D418 - LRBM,2022-06-24,Released,Eastern CT Puppy Raising Region,False
617,Elias,5EE21,Male,LR,B,2021-06-29,Frannie - 2FF17 - LRBF,Dasher - 6D418 - LRBM,2021-08-23,Released,,False
618,Echo,6EE21,Female,LR,B,2021-06-29,Frannie - 2FF17 - LRBF,Dasher - 6D418 - LRBM,2021-08-24,Released,,False
622,Chloe (Rosy),1CC21,Female,LR,B,2021-06-24,Fendi - 4F17 - LRBF,Elrod - 6E319 - LRBM,2021-08-18,Released,,False
625,Cypress (Sophie),2CC21,Female,LR,B,2021-06-24,Fendi - 4F17 - LRBF,Elrod - 6E319 - LRBM,2021-08-18,Released,,False
633,Dottie (Sadie),4DD21,Female,LR,B,2021-06-24,Caprice - 8C318 - LRBF,Ryan - 9RR17 - LRYM,2021-08-19,Released,,False
635,Broadway,1BB21,Female,LR,B,2021-06-18,Buttons - 4B19 - LRYF,Arnie - 2A418 - LRBM,2021-08-26,Released,,False
636,Belinda,3BB21,Female,LR,B,2021-06-18,Buttons - 4B19 - LRYF,Arnie - 2A418 - LRBM,2021-08-13,Released,,False
648,Yaeger,4Y21,Male,LR,Y,2021-06-15,Raelyn - 8R318 - LRBF,Gomer - 4G319 - LRYM,2021-08-10,Released,,False
649,Yvonne (Zia),6Y21,Female,LR,B,2021-06-15,Raelyn - 8R318 - LRBF,Gomer - 4G319 - LRYM,2021-08-09,Released,,False
653,Waffle,4W21,Female,LR,B,2021-06-10,Nadine - 2N318 - LRBF,Odin - 5OO19 - LRBM,2021-08-04,Released,,False
658,Wilbur,2W21,Male,LR,B,2021-06-10,Nadine - 2N318 - LRBF,Odin - 5OO19 - LRBM,2021-08-06,Other School,,True
660,Winslet,9W21,Female,LR,B,2021-06-10,Nadine - 2N318 - LRBF,Odin - 5OO19 - LRBM,2021-08-04,Released,,False
662,Valdez (Tux),5V21,Male,LR,B,2021-06-09,Piper - 1P318 - LRYF,Bosley - 1B418 - LRBM,2021-08-03,Released,,False
665,Vader (Leo),3V21,Male,LR,B,2021-06-09,Piper - 1P318 - LRYF,Bosley - 1B418 - LRBM,2021-08-03,Released,,False
669,Ulani (Bailey),2U21,Female,LR,B,2021-06-01,Cora - 4C19 - LRBF,Jensen - 7J409 - LRYM,2021-07-26,Released,,False
677,Sawyer (Scottsdale),7S21,Male,LR,Y,2021-05-26,Brio - S - 6B319 - LRYF,Kisco - 6KK18 - LRYM,2021-07-27,Released,,False
679,Sunny,5S21,Female,LR,Y,2021-05-26,Brio - S - 6B319 - LRYF,Kisco - 6KK18 - LRYM,2022-05-20,Released,Eastern MA Puppy Raising Region,False
681,Simba,4S21,Male,LR,Y,2021-05-26,Brio - S - 6B319 - LRYF,Kisco - 6KK18 - LRYM,2021-07-20,Released,,False
682,Splash,6S21,Male,LR,Y,2021-05-26,Brio - S - 6B319 - LRYF,Kisco - 6KK18 - LRYM,2021-07-20,Released,,False
683,Scout,8S21,Male,LR,Y,2021-05-26,Brio - S - 6B319 - LRYF,Kisco - 6KK18 - LRYM,2022-02-03,Released,Northern NJ Puppy Raising Region,False
685,Racer (Rafa),9R21,Male,LR,Y,2021-05-21,Lace - 8L18 - LRBF,Joe - 4JJ13 - LRBM,2021-07-15,Released,,False
698,Oahu (Riesling Reese),1O21,Female,LR,Y,2021-05-12,Capri - 2C17 - LRBF,Octane - P - 5O416 - LRYM,2021-07-06,Released,,False
708,Margaret,1M21,Female,LR,B,2021-05-06,Dior - 5D418 - LRBF,Yarmouth - 2YY18 - LRYM,2021-06-30,Released,,False
713,Mimi (Ruby),6M21,Female,LR,B,2021-05-06,Dior - 5D418 - LRBF,Yarmouth - 2YY18 - LRYM,2021-06-30,Released,,False
714,Cocoa NEADS,9N01261,Male,LR,B,2021-04-21,Bettina - 10B317 - LRYF *NOP*,Elrod - 6E319 - LRBM,2021-04-21,Other School,,True
715,Fava NEADS,3N01261,Female,LR,B,2021-04-21,Bettina - 10B317 - LRYF *NOP*,Elrod - 6E319 - LRBM,2021-04-21,Other School,,True
716,Lima NEADS,5N01261,Female,LR,B,2021-04-21,Bettina - 10B317 - LRYF *NOP*,Elrod - 6E319 - LRBM,2021-04-21,Other School,,True
717,Garbanzo NEADS,4N01261,Male,LR,B,2021-04-21,Bettina - 10B317 - LRYF *NOP*,Elrod - 6E319 - LRBM,2021-04-21,Other School,,True
718,Pea NEADS,6N01261,Female,LR,B,2021-04-21,Bettina - 10B317 - LRYF *NOP*,Elrod - 6E319 - LRBM,2021-04-21,Other School,,True
719,Sprout NEADS,8N01261,Male,LR,B,2021-04-21,Bettina - 10B317 - LRYF *NOP*,Elrod - 6E319 - LRBM,2021-04-21,Other School,,True
726,Laramie,7L21,Male,LR,Y,2021-04-15,Helen - 3HH19 - LRYF,Barlow - P - 5B08 - LRYM,2021-06-14,Released,,False
731,Kodiak (Cody),5K21,Male,LR,Y,2021-04-14,Oriole - 9O316 - LRYF,Arby - 5A319 - LRBM,2021-06-09,Released,,False
737,Ilaria (Lucy),2I21,Female,LR,B,2021-04-09,Via - 6VV18 - LRBF,Arnie - 2A418 - LRBM,2022-05-26,Released,Orange County Puppy Raising Region,False
741,Italy (Luna),5I21,Female,LR,B,2021-04-09,Via - 6VV18 - LRBF,Arnie - 2A418 - LRBM,2021-06-07,Released,,False
757,Gonzo,5G21,Male,LR,B,2021-03-31,Fortune - 4F318 - LRYF,Dasher - 6D418 - LRBM,2022-06-09,Released,Baltimore Puppy Raising Region,False
758,General,6G21,Male,LR,B,2021-03-31,Fortune - 4F318 - LRYF,Dasher - 6D418 - LRBM,2021-11-29,Released,Region,False
764,Frisco (Apollo),2F21,Male,GS,B&T,2021-03-31,Jazz GDA - 1X20 - GSB&TF,Eric - 2E19 - GSB&TM,2021-05-26,Released,,False
766,Edison,3E+21,Male,LR,B,2021-03-27,Quail - 6Q417 - LRBF,Elrod - 6E319 - LRBM,2022-02-15,Released,Westchester County Puppy Raising Region,False
771,Dalton (Einstein),6D21,Male,LR,B,2021-01-13,Lizzie - 6L315 - LRBF,Odin - 5OO19 - LRBM,2021-03-12,Released,,False
775,Donna,4D21,Female,LR,B,2021-01-13,Lizzie - 6L315 - LRBF,Odin - 5OO19 - LRBM,2021-03-11,Released,,False
783,Constance,4C21,Female,LR,B,2021-01-11,Vanna - 4V318 - LRYF,Arnie - 2A418 - LRBM,2022-01-12,Released,Central NY Puppy Raising Region,False
785,Captain (Riley),7C21,Male,LR,B,2021-01-11,Vanna - 4V318 - LRYF,Arnie - 2A418 - LRBM,2021-03-10,Released,,False
786,Becket,7B21,Male,GS,SABL,2021-01-08,Mittzy - 2M318 - GSB&TF,GSSABLM *NOP*,2022-05-27,Released,Delmarva Puppy Raising Region,False
787,Bethany,3B21,Female,GS,SABL,2021-01-08,Mittzy - 2M318 - GSB&TF,GSSABLM *NOP*,2022-07-21,Released,Capital NY Puppy Raising Region,False
788,Baltic (A-Cedar),4B21,Male,GS,B&T,2021-01-08,Mittzy - 2M318 - GSB&TF,GSSABLM *NOP*,2021-03-11,Other School,,True
789,Bill,5B21,Male,GS,B&T,2021-01-08,Mittzy - 2M318 - GSB&TF,GSSABLM *NOP*,2022-05-26,Released,Central NY Puppy Raising Region,False
790,Buck,6B21,Male,GS,SABL,2021-01-08,Mittzy - 2M318 - GSB&TF,GSSABLM *NOP*,2022-08-19,Released,Cleveland West Puppy Raising Region,False
791,Badger,8B21,Male,GS,SABL,2021-01-08,Mittzy - 2M318 - GSB&TF,Kayden FGDF K28- - KAYDEN - GSSABLM *NOP*,2022-03-17,Released,Northern NJ Puppy Raising Region,False
792,Balsam,1B21,Female,GS,SABL,2021-01-08,Mittzy - 2M318 - GSB&TF,Kayden FGDF K28- - KAYDEN - GSSABLM *NOP*,2021-03-08,Released,,False
793,Bria,2B21,Female,GS,SABL,2021-01-08,Mittzy - 2M318 - GSB&TF,Kayden FGDF K28- - KAYDEN - GSSABLM *NOP*,2022-06-13,Released,Northern NJ Puppy Raising Region,False
799,Aruba,7A21,Female,LR,B,2021-01-03,Wanita - 5W18 - LRBF,Duke - 2DD17 - LRB&TM,2022-08-31,Released,Catoctin Puppy Raising Region,False
801,Adeline,10A21,Female,LR,B,2021-01-03,Wanita - 5W18 - LRBF,Duke - 2DD17 - LRB&TM,2022-08-24,Released,Columbus Puppy Raising Region,False
803,Gamma,1G320,Female,LR,Y,2020-12-27,Gibby - 2G19 - LRBF,Vance - 1V318 - LRYM,2022-01-25,Released,Central NY Puppy Raising Region,False
805,Giblet,3G320,Female,LR,Y,2020-12-27,Gibby - 2G19 - LRBF,Vance - 1V318 - LRYM,2022-02-04,Released,SWCT Puppy Raising Region,False
806,Ginko,8G320,Female,LR,B,2020-12-27,Gibby - 2G19 - LRBF,Vance - 1V318 - LRYM,2022-08-04,Released,Westchester County Puppy Raising Region,False
810,Nessie FGDF,NESSIE FGD,Female,GS,B&T,2020-12-23,CYPRUSFGDF - GSB&TF *NOP*,Timber FGDF - TIMBER FGD - GSB&TM *NOP*,2022-09-04,Other School,,True
816,Fanta,5F320,Female,LR,B,2020-12-22,Mercy - 6MM18 - LRYF,Dasher - 6D418 - LRBM,2022-07-19,Released,Columbus Puppy Raising Region,False
817,Forest,3F320,Male,LR,B,2020-12-22,Mercy - 6MM18 - LRYF,Dasher - 6D418 - LRBM,2022-08-03,Released,Region,False
818,Everley,5E320,Male,LR,B,2020-12-17,Nell - 7N416 - LRBF,Oreo - 6O18 - LRBM,2022-01-12,Released,Erie NY Puppy Raising Region,False
821,Edsel,8E320,Male,LR,B,2020-12-17,Nell - 7N416 - LRBF,Oreo - 6O18 - LRBM,2021-02-17,Released,,False
823,Elmo,2E320,Male,LR,B,2020-12-17,Nell - 7N416 - LRBF,Oreo - 6O18 - LRBM,2021-09-15,Released,Columbus Puppy Raising Region,False
826,Dickens,2D320,Male,LR,B,2020-12-15,Erin - P - 5E315 - LRCHOCF,Kisco - 6KK18 - LRYM,2021-10-21,Released,Monroe NY Puppy Raising Region,False
827,Donner (Sonoma),3D320,Male,LR,B,2020-12-15,Erin - P - 5E315 - LRCHOCF,Kisco - 6KK18 - LRYM,2021-02-11,Released,,False
828,Dorothy,6D320,Female,LR,Y,2020-12-15,Erin - P - 5E315 - LRCHOCF,Kisco - 6KK18 - LRYM,2022-06-21,Released,Erie NY Puppy Raising Region,False
829,Deacon,7D320,Male,LR,B,2020-12-15,Erin - P - 5E315 - LRCHOCF,Kisco - 6KK18 - LRYM,2022-07-06,Released,Erie NY Puppy Raising Region,False
830,Denver (Phineas),1D320,Male,LR,Y,2020-12-15,Erin - P - 5E315 - LRCHOCF,Kisco - 6KK18 - LRYM,2021-02-10,Released,,False
831,Deputy (Dempsey),4D320,Male,LR,Y,2020-12-15,Erin - P - 5E315 - LRCHOCF,Kisco - 6KK18 - LRYM,2022-02-07,Released,Erie NY Puppy Raising Region,False
832,Daniel,5D320,Male,LR,Y,2020-12-15,Erin - P - 5E315 - LRCHOCF,Kisco - 6KK18 - LRYM,2022-06-16,Released,Fingerlakes Puppy Raising Region,False
834,Carson (Ollie),6C320,Male,LR,B,2020-12-12,Adrienne - 9A418 - LRBF,Dover - 3D19 - LRBM,2021-02-08,Released,,False
835,Chaz (Moose),7C320,Male,LR,B,2020-12-12,Adrienne - 9A418 - LRBF,Dover - 3D19 - LRBM,2021-02-08,Released,,False
840,Caitlyn (JoJo),5C320,Female,LR,B,2020-12-12,Adrienne - 9A418 - LRBF,Dover - 3D19 - LRBM,2022-06-13,Released,Cleveland West Puppy Raising Region,False
843,Bahama,7B320,Female,LR,Y,2020-12-08,Leah - 3LL17 - LRYF,Oreo - 6O18 - LRBM,2022-01-26,Released,Cattaraugus Puppy Raising Region,False
844,Benny,3B320,Male,LR,B,2020-12-08,Leah - 3LL17 - LRYF,Oreo - 6O18 - LRBM,2021-02-03,Released,,False
847,Alani,2A320,Female,LR,B,2020-12-04,Joplin - 4J16 - LRYF,Dasher - 6D418 - LRBM,2022-09-07,Released,Monroe NY Puppy Raising Region,False
850,Amore,6A320,Female,LR,B,2020-12-04,Joplin - 4J16 - LRYF,Dasher - 6D418 - LRBM,2022-02-01,Released,Columbus Puppy Raising Region,False
851,Aurora,5A320,Female,LR,B,2020-12-04,Joplin - 4J16 - LRYF,Dasher - 6D418 - LRBM,2022-05-17,Released,Westchester County Puppy Raising Region,False
854,Yolanda,4YY20,Female,LR,B,2020-11-19,Roz - 4RR18 - LRBF,Dasher - 6D418 - LRBM,2021-02-03,Other School,,True
857,Yosemite (Joey),8YY20,Male,LR,B,2020-11-19,Roz - 4RR18 - LRBF,Dasher - 6D418 - LRBM,2022-06-14,Released,Westchester County Puppy Raising Region ,False
863,Wind (Murphy),4WW20,Female,LR,B,2020-11-18,Lois - 6LL19 - LRYF,Lloyd - 1L19 - LRBM,2021-01-14,Released,,False
864,Vanessa,1VV20,Female,LR,Y,2020-11-10,Bianca - P - 5B317 - LRYF,Capone - 4C318 - LRBM,2022-03-15,Released,Westchester County Puppy Raising Region,False
865,Vera,2VV20,Female,LR,B,2020-11-10,Bianca - P - 5B317 - LRYF,Capone - 4C318 - LRBM,2022-04-20,Released,Westchester County Puppy Raising Region ,False
867,Vinny,5VV20,Male,LR,Y,2020-11-10,Bianca - P - 5B317 - LRYF,Capone - 4C318 - LRBM,2022-07-18,Released,Colorado Puppy Raising Region,False
868,Utah,1UU20,Male,LR,Y,2020-11-10,Guava - 2G317 - LRYF,Wallace - 5W315 - LRBM,2022-05-05,Released,Capital NY Puppy Raising Region,False
870,Unity,5UU20,Female,LR,B,2020-11-10,Guava - 2G317 - LRYF,Wallace - 5W315 - LRBM,2022-01-12,Released,Dutchess NY Puppy Raising Region,False
871,Ulani (Shanna),6UU20,Female,LR,Y,2020-11-10,Guava - 2G317 - LRYF,Wallace - 5W315 - LRBM,2022-04-03,Other School,,True
872,Ulla,10UU20,Female,LR,B,2020-11-10,Guava - 2G317 - LRYF,Wallace - 5W315 - LRBM,2022-08-08,Released,Richmond Puppy Raising Region,False
874,Ultra,2UU20,Female,LR,Y,2020-11-10,Guava - 2G317 - LRYF,Wallace - 5W315 - LRBM,2022-01-11,Released,North Carolina Puppy Raising Region,False
875,Una,3UU20,Female,LR,B,2020-11-10,Guava - 2G317 - LRYF,Wallace - 5W315 - LRBM,2021-10-18,Released,Eastern MA Puppy Raising Region,False
876,Ubanks,7UU20,Male,LR,Y,2020-11-10,Guava - 2G317 - LRYF,Wallace - 5W315 - LRBM,2022-06-30,Released,North Carolina Puppy Raising Region,False
881,Sputnik,1SS20,Male,LR,Y,2020-11-01,Edna - S - 1EE17 - LRBF,Henry - S - 1H18 - LRYM,2022-09-13,Released,Maine Puppy Raising Region,False
885,Redford,3RR20,Male,LR,Y,2020-10-28,Nimble - 8N318 - LRBF,Kisco - 6KK18 - LRYM,2022-03-15,Released,Richmond Puppy Raising Region,False
886,Runner (Colden),5RR20,Male,LR,B,2020-10-28,Nimble - 8N318 - LRBF,Kisco - 6KK18 - LRYM,2020-10-28,Released,,False
887,Russell (Lucas),4RR20,Male,LR,B,2020-10-28,Nimble - 8N318 - LRBF,Kisco - 6KK18 - LRYM,2020-12-23,Released,,False
890,Peyton,1PP20,Male,LR,Y,2020-10-09,Raelyn - 8R318 - LRBF,Ernest - 4E18 - LRYM,2020-12-02,Released,,False
891,Peanut,2PP20,Female,LR,Y,2020-10-09,Raelyn - 8R318 - LRBF,Ernest - 4E18 - LRYM,2022-04-04,Released,Columbus Puppy Raising Region,False
899,Otis (Skipper),7OO20,Male,LR,B,2020-10-07,Ode - 3O317 - LRYF,Lloyd - 1L19 - LRBM,2020-12-18,Other School,,True
900,Nixie,2NN20,Female,LR,B,2020-09-05,Tamby - 5TT18 - LRYF,Tito - 2T18 - LRBM,2022-09-13,Graduated,Westchester County Puppy Raising Region,True
901,Nacho,1NN20,Male,LR,B,2020-09-05,Tamby - 5TT18 - LRYF,Tito - 2T18 - LRBM,2021-10-12,Released,Rhode Island Puppy Raising Region,False
904,Mission,11MM20,Male,LR,B,2020-09-05,Noni - 2N18 - LRBF,Oreo - 6O18 - LRBM,2020-11-03,Released,,False
907,Marcie (Violet Noni),8MM20,Female,LR,B,2020-09-05,Noni - 2N18 - LRBF,Oreo - 6O18 - LRBM,2020-11-03,Released,,False
913,Murphy,5MM20,Male,LR,B,2020-09-05,Noni - 2N18 - LRBF,Oreo - 6O18 - LRBM,2022-08-18,Released,Wayne County Puppy Raising Region,False
917,Lester,1LL20,Male,LR,B,2020-05-17,Lava - 4L417 - LRBF,Ryan - 9RR17 - LRYM,2020-06-28,Released,,False
918,Lowell,3LL20,Male,LR,B,2020-05-17,Lava - 4L417 - LRBF,Ryan - 9RR17 - LRYM,2022-05-03,Graduated,Dominion Puppy Raising Region,True
919,Lyric,4LL20,Female,LR,Y,2020-05-17,Lava - 4L417 - LRBF,Ryan - 9RR17 - LRYM,2022-04-13,Released,Eastern MA Puppy Raising Region,False
924,Kirby,2KK20,Male,LR,Y,2020-05-12,Jenna - P - 3J317 - LRBF,Tito - 2T18 - LRBM,2022-01-13,Released,Dutchess NY Puppy Raising Region,False
932,Jim (Bruce),8JJ20,Male,LR,Y,2020-05-10,Mercy - 6MM18 - LRYF,Yarmouth - 2YY18 - LRYM,2020-06-24,Released,,False
936,Indigo,2II20,Female,LR,B,2020-05-04,Minka - 6MM17 - LRBF,Flanders - 3F318 - LRYM,2021-10-29,Released,Bay Puppy Raising Region,False
938,Irma,4II20,Female,LR,Y,2020-05-04,Minka - 6MM17 - LRBF,Flanders - 3F318 - LRYM,2022-07-27,Released,Dominion Puppy Raising Region,False
939,Imari,5II20,Female,LR,B,2020-05-04,Minka - 6MM17 - LRBF,Flanders - 3F318 - LRYM,2020-06-19,Released,,False
942,Hobie,1HH20,Male,GS,B&T,2020-05-03,Shea - 5SS18 - GSBF,Cappy - S - 2C315 - GSB&TM,2022-03-18,Graduated,Central NY Puppy Raising Region,True
943,Hedwig,2HH20,Female,GS,B,2020-05-03,Shea - 5SS18 - GSBF,Cappy - S - 2C315 - GSB&TM,2022-06-18,Graduated,Central NY Puppy Raising Region,True
944,Hagrid,3HH20,Male,GS,B,2020-05-03,Shea - 5SS18 - GSBF,Cappy - S - 2C315 - GSB&TM,2021-07-13,Released,Cleveland West Puppy Raising Region,False
