,Dog Name,Tattoo,Gender,Breed,Color,Birthdate,Dam,Sire,Current Status Date,Status
476,Millie,5M321,Female,LR,Y,2021-11-26,Sally - 5S19 - LRBF,Charlie - 10CC17 - LRYM,2022-02-13,Puppy Raising
477,Moira,6M321,Female,LR,Y,2021-11-26,Sally - 5S19 - LRBF,Charlie - 10CC17 - LRYM,2022-02-08,Puppy Raising
479,Lash,2L321,Male,LR,B,2021-11-19,Fortune - 4F318 - LRYF,Bosley - 1B418 - LRBM,2022-01-14,Puppy Raising
480,Layla,3L321,Female,LR,Y,2021-11-19,Fortune - 4F318 - LRYF,Bosley - 1B418 - LRBM,2022-01-15,Puppy Raising
485,Liam,9L321,Male,LR,Y,2021-11-19,Fortune - 4F318 - LRYF,Bosley - 1B418 - LRBM,2022-02-05,Puppy Raising
488,Kenji,2K321,Male,GS,B&T,2021-11-17,Shea - 5SS18 - GSBF,Eric - 2E19 - GSB&TM,2022-01-15,Puppy Raising
491,Jenkins,2J321,Male,LR,Y,2021-11-15,Liza - 5L318 - LRBF,Shadow - 1S19 - LRBM,2022-01-14,Puppy Raising
492,Justice,4J321,Female,LR,Y,2021-11-15,Liza - 5L318 - LRBF,Shadow - 1S19 - LRBM,2022-01-14,Puppy Raising
493,Jose,5J321,Male,LR,B,2021-11-15,Liza - 5L318 - LRBF,Shadow - 1S19 - LRBM,2022-02-24,Puppy Raising
497,Izzie,4I321,Female,LR,B,2021-11-05,Zula - S - 4A317 - LRYF,Darren - 4D20 - LRBM,2022-01-12,Puppy Raising
498,Imus,6I321,Male,LR,B,2021-11-05,Zula - S - 4A317 - LRYF,Darren - 4D20 - LRBM,2022-01-08,Puppy Raising
499,Idaho,5I321,Male,LR,B,2021-11-05,Zula - S - 4A317 - LRYF,Darren - 4D20 - LRBM,2022-01-30,Puppy Raising
501,Ira,1I321,Male,LR,B,2021-11-05,Zula - S - 4A317 - LRYF,Darren - 4D20 - LRBM,2022-01-08,Puppy Raising
502,Harvard,8H321,Male,LR,B,2021-11-03,Mildred - 1M315 - LRBF,Odin - 5OO19 - LRBM,2022-03-07,Puppy Raising
504,Hans,3H321,Male,LR,B,2021-11-03,Mildred - 1M315 - LRBF,Odin - 5OO19 - LRBM,2022-01-19,Puppy Raising
507,Havana,6H321,Female,LR,B,2021-11-03,Mildred - 1M315 - LRBF,Odin - 5OO19 - LRBM,2022-01-18,Puppy Raising
509,Sama,3G321,Female,LR,B,2021-10-23,Lark - 4L18 - LRBF,Gerald - 7G20 - LRYM,2021-12-19,Puppy Raising
511,Gary,6G321,Male,LR,Y,2021-10-23,Lark - 4L18 - LRBF,Gerald - 7G20 - LRYM,2021-12-19,Puppy Raising
512,Greer,7G321,Female,LR,Y,2021-10-23,Lark - 4L18 - LRBF,Gerald - 7G20 - LRYM,2021-12-19,Puppy Raising
513,Gable,8G321,Male,LR,B,2021-10-23,Lark - 4L18 - LRBF,Gerald - 7G20 - LRYM,2022-01-15,Puppy Raising
514,Grant,5G321,Male,LR,B,2021-10-23,Lark - 4L18 - LRBF,Gerald - 7G20 - LRYM,2021-12-19,Puppy Raising
517,Fenway,1F321,Male,LR,Y,2021-10-11,MacKenzie - S - 2M18 - LRYF,Midnight - 4M19 - LRBM,2022-01-12,Puppy Raising
518,Francie,2F321,Female,LR,Y,2021-10-11,MacKenzie - S - 2M18 - LRYF,Midnight - 4M19 - LRBM,2021-12-11,Puppy Raising
520,Francesca,4F321,Female,LR,B,2021-10-11,MacKenzie - S - 2M18 - LRYF,Midnight - 4M19 - LRBM,2022-01-15,Puppy Raising
522,Freddie,7F321,Male,LR,Y,2021-10-11,MacKenzie - S - 2M18 - LRYF,Midnight - 4M19 - LRBM,2022-01-15,Puppy Raising
525,Deverick,2D321,Male,GS,SABL,2021-10-10,Tawny - 1T318 - GSSABLF,Rugby - 2R319 - GSSABLM,2021-12-09,Puppy Raising
526,Dove,3D321,Female,GS,SABL,2021-10-10,Tawny - 1T318 - GSSABLF,Rugby - 2R319 - GSSABLM,2021-12-09,Puppy Raising
527,Dixie,4D321,Female,GS,B&T,2021-10-10,Tawny - 1T318 - GSSABLF,Rugby - 2R319 - GSSABLM,2021-12-11,Puppy Raising
529,Egypt,2E321,Female,LR,B,2021-10-10,Ona - 6O19 - LRBF,Disney - 7D419 - LRB&TM,2021-12-09,Puppy Raising
531,Empire,4E321,Male,LR,B,2021-10-10,Ona - 6O19 - LRBF,Disney - 7D419 - LRB&TM,2021-12-19,Puppy Raising
532,Ezzie,6E321,Female,LR,B,2021-10-10,Ona - 6O19 - LRBF,Disney - 7D419 - LRB&TM,2021-12-14,Puppy Raising
533,Elwood,7E321,Male,LR,B,2021-10-10,Ona - 6O19 - LRBF,Disney - 7D419 - LRB&TM,2021-12-09,Puppy Raising
534,Edwina,8E321,Female,LR,B,2021-10-10,Ona - 6O19 - LRBF,Disney - 7D419 - LRB&TM,2022-01-15,Puppy Raising
536,Crystal,2C321,Female,LR,Y,2021-10-06,Bonnie - 4B18 - LRYF,Opa - S - 5O319 - LRBM,2021-12-30,Puppy Raising
537,Champ,3C321,Male,LR,Y,2021-10-06,Bonnie - 4B18 - LRYF,Opa - S - 5O319 - LRBM,2021-12-19,Puppy Raising
538,Cadbury,4C321,Male,LR,B,2021-10-06,Bonnie - 4B18 - LRYF,Opa - S - 5O319 - LRBM,2021-12-14,Puppy Raising
539,Charlotte,5C321,Female,LR,B,2021-10-06,Bonnie - 4B18 - LRYF,Opa - S - 5O319 - LRBM,2021-12-14,Puppy Raising
540,Cersei,6C321,Female,LR,Y,2021-10-06,Bonnie - 4B18 - LRYF,Opa - S - 5O319 - LRBM,2021-12-07,Puppy Raising
542,Breeze,1B321,Female,LR,B,2021-10-02,Dusk - 7D418 - LRBF,Everett - 1E419 - LRYM,2021-12-09,Puppy Raising
543,Benny,7B321,Male,LR,B,2021-10-02,Dusk - 7D418 - LRBF,Everett - 1E419 - LRYM,2022-01-09,Puppy Raising
546,Bagel,4B321,Female,LR,B,2021-10-02,Dusk - 7D418 - LRBF,Everett - 1E419 - LRYM,2021-12-09,Puppy Raising
547,Barry,5B321,Male,LR,B,2021-10-02,Dusk - 7D418 - LRBF,Everett - 1E419 - LRYM,2022-01-09,Puppy Raising
548,Betty,6B321,Female,LR,B,2021-10-02,Dusk - 7D418 - LRBF,Everett - 1E419 - LRYM,2021-12-19,Puppy Raising
550,Archie,1A321,Male,LR,B,2021-10-02,Coco - S - 1C418 - LRBF,Darren - 4D20 - LRBM,2021-12-14,Puppy Raising
554,Aura,6A321,Female,LR,B,2021-10-02,Coco - S - 1C418 - LRBF,Darren - 4D20 - LRBM,2021-12-08,Puppy Raising
555,Autumn,5A321,Female,LR,B,2021-10-02,Coco - S - 1C418 - LRBF,Darren - 4D20 - LRBM,2022-01-15,Puppy Raising
556,Annabelle,7A321,Female,LR,B,2021-10-02,Coco - S - 1C418 - LRBF,Darren - 4D20 - LRBM,2021-12-03,Puppy Raising
557,Artemis,8A321,Male,LR,B,2021-10-02,Coco - S - 1C418 - LRBF,Darren - 4D20 - LRBM,2022-01-14,Puppy Raising
560,Zest,6ZZ21,Male,LR,Y,2021-09-24,Nyla - 2N319 - LRYF,Everett - 1E419 - LRYM,2021-12-06,Puppy Raising
561,Ziti,8ZZ21,Female,LR,Y,2021-09-24,Nyla - 2N319 - LRYF,Everett - 1E419 - LRYM,2021-11-23,Puppy Raising
563,Zephyr,1ZZ21,Female,LR,Y,2021-09-24,Nyla - 2N319 - LRYF,Everett - 1E419 - LRYM,2021-12-03,Puppy Raising
564,Zeb,2ZZ21,Male,LR,Y,2021-09-24,Nyla - 2N319 - LRYF,Everett - 1E419 - LRYM,2021-11-19,Puppy Raising
565,Zach,3ZZ21,Male,LR,Y,2021-09-24,Nyla - 2N319 - LRYF,Everett - 1E419 - LRYM,2021-12-11,Puppy Raising
567,Yonder,2YY21,Male,LR,B,2021-09-23,Kyra - 5KK18 - LRBF,Enrico - 7EE19 - LRBM,2021-12-09,Puppy Raising
568,Yorktown,6YY21,Male,LR,B,2021-09-23,Kyra - 5KK18 - LRBF,Enrico - 7EE19 - LRBM,2021-11-20,Puppy Raising
569,Yara,3YY21,Female,LR,B,2021-09-23,Kyra - 5KK18 - LRBF,Enrico - 7EE19 - LRBM,2021-12-11,Puppy Raising
571,Yang,5YY21,Male,LR,Y,2021-09-23,Kyra - 5KK18 - LRBF,Enrico - 7EE19 - LRBM,2021-12-03,Puppy Raising
575,Vidal,7VV21,Male,LR,B&T,2021-09-09,Noni - 2N18 - LRBF,Elrod - 6E319 - LRBM,2021-11-14,Puppy Raising
576,Vroom,8VV21,Male,LR,B,2021-09-09,Noni - 2N18 - LRBF,Elrod - 6E319 - LRBM,2021-11-14,Puppy Raising
580,Velma,3VV21,Female,LR,B,2021-09-09,Noni - 2N18 - LRBF,Elrod - 6E319 - LRBM,2021-11-17,Puppy Raising
581,Volt,4VV21,Male,LR,B&T,2021-09-09,Noni - 2N18 - LRBF,Elrod - 6E319 - LRBM,2021-11-04,Puppy Raising
582,Uriel,1UU21,Female,GS,B&T,2021-09-05,Rue - 4R17 - GSB&TF,Kayden FGDF K28-2M - KAYDEN - GSSABLM *NOP*,2021-10-28,Puppy Raising
583,Ubie,2UU21,Male,GS,SABL,2021-09-05,Rue - 4R17 - GSB&TF,Kayden FGDF K28-2M - KAYDEN - GSSABLM *NOP*,2021-10-28,Puppy Raising
585,Trooper,1TT21,Male,GS,B&T,2021-09-02,Emery - 4E19 - GSB&TF,Ogden - 5O314 - GSB&TM,2021-10-28,Puppy Raising
586,Thunder,2TT21,Male,GS,B&T,2021-09-02,Emery - 4E19 - GSB&TF,Ogden - 5O314 - GSB&TM,2021-10-28,Puppy Raising
588,Tripp,3TT21,Male,GS,B&T,2021-09-02,Emery - 4E19 - GSB&TF,Ogden - 5O314 - GSB&TM,2021-10-29,Puppy Raising
590,Truman,5TT21,Male,GS,B&T,2021-09-02,Emery - 4E19 - GSB&TF,Ogden - 5O314 - GSB&TM,2021-10-29,Puppy Raising
595,Sal,3SS21,Male,LR,B,2021-09-01,Alibi - 2A416 - LRBF,Colonel - 2C319 - LRYM,2021-11-05,Puppy Raising
596,Soldier,4SS21,Male,LR,Y,2021-09-01,Alibi - 2A416 - LRBF,Colonel - 2C319 - LRYM,2021-11-06,Puppy Raising
598,Rocket,1RR21,Male,GS,B&T,2021-08-27,Jenny - 1JJ18 - GSB&TF,Kane - 7K319 - GSB&TM,2021-10-28,Puppy Raising
599,Rosie,2RR21,Female,GS,B&T,2021-08-27,Jenny - 1JJ18 - GSB&TF,Kane - 7K319 - GSB&TM,2021-10-28,Puppy Raising
600,Robin,3RR21,Female,GS,B&T,2021-08-27,Jenny - 1JJ18 - GSB&TF,Kane - 7K319 - GSB&TM,2021-10-29,Puppy Raising
601,Roberto,4RR21,Male,GS,B&T,2021-08-27,Jenny - 1JJ18 - GSB&TF,Kane - 7K319 - GSB&TM,2021-10-29,Puppy Raising
602,Penny,1PP21,Female,LR,B,2021-08-19,Oma - S - 1OO15 - LRYF,Dover - 3D19 - LRBM,2021-10-28,Puppy Raising
603,Parker,3PP21,Male,LR,B,2021-08-19,Oma - S - 1OO15 - LRYF,Dover - 3D19 - LRBM,2021-10-28,Puppy Raising
604,Petey,2PP21,Male,LR,Y,2021-08-19,Oma - S - 1OO15 - LRYF,Dover - 3D19 - LRBM,2021-11-05,Puppy Raising
605,Polly,4PP21,Female,LR,B,2021-08-19,Oma - S - 1OO15 - LRYF,Dover - 3D19 - LRBM,2021-10-28,Puppy Raising
606,Pepper,5PP21,Female,LR,B,2021-08-19,Oma - S - 1OO15 - LRYF,Dover - 3D19 - LRBM,2021-10-28,Puppy Raising
608,Pixie,6PP21,Female,LR,B,2021-08-19,Oma - S - 1OO15 - LRYF,Dover - 3D19 - LRBM,2021-10-25,Puppy Raising
609,Pepsi,9PP21,Female,LR,B,2021-08-19,Oma - S - 1OO15 - LRYF,Dover - 3D19 - LRBM,2021-10-28,Puppy Raising
610,Quartz,6QQ21,Female,LR,B,2021-08-19,Okemo - 7OO19 - LRBF,Donny - 2D419 - LRBM,2021-10-25,Puppy Raising
611,Quest,8QQ21,Female,LR,Y,2021-08-19,Okemo - 7OO19 - LRBF,Donny - 2D419 - LRBM,2021-10-28,Puppy Raising
612,Quaid,7QQ21,Male,LR,B,2021-08-19,Okemo - 7OO19 - LRBF,Donny - 2D419 - LRBM,2021-10-28,Puppy Raising
613,Orzo,1OO21,Female,LR,Y,2021-08-16,Essence - 3EE18 - LRBF,Enrico - 7EE19 - LRBM,2021-10-25,Puppy Raising
614,Ollie,2OO21,Male,LR,B,2021-08-16,Essence - 3EE18 - LRBF,Enrico - 7EE19 - LRBM,2021-10-16,Puppy Raising
615,Ocean,4OO21,Female,LR,Y,2021-08-16,Essence - 3EE18 - LRBF,Enrico - 7EE19 - LRBM,2021-10-12,Puppy Raising
617,Onslo,5OO21,Male,LR,Y,2021-08-16,Essence - 3EE18 - LRBF,Enrico - 7EE19 - LRBM,2021-10-25,Puppy Raising
618,Ohana,9OO21,Female,LR,B,2021-08-16,Essence - 3EE18 - LRBF,Enrico - 7EE19 - LRBM,2021-10-29,Puppy Raising
621,Nelson,1NN21,Male,LR,B,2021-08-11,Gibby - 2G19 - LRBF,Finn - 7F315 - LRYM,2021-10-14,Puppy Raising
622,Ned,2NN21,Male,LR,B,2021-08-11,Gibby - 2G19 - LRBF,Finn - 7F315 - LRYM,2021-10-28,Puppy Raising
623,Nikki,5NN21,Female,LR,B,2021-08-11,Gibby - 2G19 - LRBF,Finn - 7F315 - LRYM,2021-10-22,Puppy Raising
625,Neon,7NN21,Female,LR,B,2021-08-11,Gibby - 2G19 - LRBF,Finn - 7F315 - LRYM,2021-10-22,Puppy Raising
626,Nestle,8NN21,Female,LR,B,2021-08-11,Gibby - 2G19 - LRBF,Finn - 7F315 - LRYM,2021-10-22,Puppy Raising
628,Merijul,4MM21,Female,LR,B,2021-08-07,Promise - 2P319 - LRYF,Shadow - 1S19 - LRBM,2021-10-08,Puppy Raising
629,MacGyver,5MM21,Male,LR,Y,2021-08-07,Promise - 2P319 - LRYF,Shadow - 1S19 - LRBM,2021-10-16,Puppy Raising
631,Mandy,2MM21,Female,LR,B,2021-08-07,Promise - 2P319 - LRYF,Shadow - 1S19 - LRBM,2021-10-16,Puppy Raising
632,Macro,3MM21,Male,LR,Y,2021-08-07,Promise - 2P319 - LRYF,Shadow - 1S19 - LRBM,2021-09-30,Puppy Raising
637,Laurel,1LL21,Female,LR,B,2021-08-05,Nell - 7N416 - LRBF,Donny - 2D419 - LRBM,2021-10-18,Puppy Raising
639,Lacy,2LL21,Female,LR,B,2021-08-05,Nell - 7N416 - LRBF,Donny - 2D419 - LRBM,2021-10-03,Puppy Raising
640,Lyons,4LL21,Male,LR,B,2021-08-05,Nell - 7N416 - LRBF,Donny - 2D419 - LRBM,2021-09-30,Puppy Raising
642,Keats,2KK21,Male,LR,B,2021-07-27,Crumpet - 9C19 - LRBF,Dasher - 6D418 - LRBM,2021-10-06,Puppy Raising
643,Kona,3KK21,Female,LR,B,2021-07-27,Crumpet - 9C19 - LRBF,Dasher - 6D418 - LRBM,2021-10-09,Puppy Raising
645,Krissy,4KK21,Female,LR,B,2021-07-27,Crumpet - 9C19 - LRBF,Dasher - 6D418 - LRBM,2021-09-22,Puppy Raising
646,Kennedy,5KK21,Female,LR,B,2021-07-27,Crumpet - 9C19 - LRBF,Dasher - 6D418 - LRBM,2021-10-06,Puppy Raising
647,Kobe,6KK21,Male,LR,B,2021-07-27,Crumpet - 9C19 - LRBF,Dasher - 6D418 - LRBM,2021-10-03,Puppy Raising
652,Jewels,3JJ21,Female,LR,B,2021-07-14,Colleen - 8C319 - LRYF,Waldo - 5W319 - LRBM,2021-09-12,Puppy Raising
654,Jethro,4JJ21,Male,LR,B,2021-07-14,Colleen - 8C319 - LRYF,Waldo - 5W319 - LRBM,2021-09-22,Puppy Raising
655,Jiffy,5JJ21,Female,LR,Y,2021-07-14,Colleen - 8C319 - LRYF,Waldo - 5W319 - LRBM,2021-09-26,Puppy Raising
657,Ingrid,6II21,Female,LR,Y,2021-07-12,Farrah - 9F318 - LRYF,Gomer - 4G319 - LRYM,2021-09-11,Puppy Raising
658,Ike,1II21,Male,LR,Y,2021-07-12,Farrah - 9F318 - LRYF,Gomer - 4G319 - LRYM,2021-09-26,Puppy Raising
660,Ian,3II21,Male,LR,Y,2021-07-12,Farrah - 9F318 - LRYF,Gomer - 4G319 - LRYM,2021-09-15,Puppy Raising
661,India,4II21,Female,LR,Y,2021-07-12,Farrah - 9F318 - LRYF,Gomer - 4G319 - LRYM,2021-09-25,Puppy Raising
662,Hawaii,3HH21,Female,LR,Y,2021-07-09,Emblem - 6EE19 - LRYF,Duke - 2DD17 - LRB&TM,2021-09-09,Puppy Raising
663,Hazy,4HH21,Female,LR,B,2021-07-09,Emblem - 6EE19 - LRYF,Duke - 2DD17 - LRB&TM,2021-09-09,Puppy Raising
665,Halsey,7HH21,Female,LR,B,2021-07-09,Emblem - 6EE19 - LRYF,Duke - 2DD17 - LRB&TM,2021-09-12,Puppy Raising
666,Harry,8HH21,Male,LR,B,2021-07-09,Emblem - 6EE19 - LRYF,Duke - 2DD17 - LRB&TM,2021-09-09,Puppy Raising
667,Hildy,9HH21,Female,LR,B,2021-07-09,Emblem - 6EE19 - LRYF,Duke - 2DD17 - LRB&TM,2021-09-09,Puppy Raising
669,Hal,10HH21,Male,LR,Y,2021-07-09,Emblem - 6EE19 - LRYF,Duke - 2DD17 - LRB&TM,2021-09-15,Puppy Raising
670,Hayley,2HH21,Female,LR,Y,2021-07-09,Emblem - 6EE19 - LRYF,Duke - 2DD17 - LRB&TM,2021-09-12,Puppy Raising
671,Howard,6HH21,Male,LR,B,2021-07-09,Emblem - 6EE19 - LRYF,Duke - 2DD17 - LRB&TM,2021-09-25,Puppy Raising
672,Gusto,1GG21,Male,LR,Y,2021-07-05,Quay - 4QQ19 - LRBF,Everett - 1E419 - LRYM,2021-09-08,Puppy Raising
673,Gadget,2GG21,Male,LR,Y,2021-07-05,Quay - 4QQ19 - LRBF,Everett - 1E419 - LRYM,2021-09-15,Puppy Raising
675,Ferris,1FF21,Male,LR,B,2021-07-02,Oksana - 6OO19 - LRBF,Gomer - 4G319 - LRYM,2021-09-10,Puppy Raising
676,Flyer,9FF21,Male,LR,B,2021-07-02,Oksana - 6OO19 - LRBF,Gomer - 4G319 - LRYM,2021-08-28,Puppy Raising
678,Felice,11FF21,Female,LR,B,2021-07-02,Oksana - 6OO19 - LRBF,Gomer - 4G319 - LRYM,2021-10-06,Puppy Raising
680,Ford,6FF21,Male,LR,B,2021-07-02,Oksana - 6OO19 - LRBF,Gomer - 4G319 - LRYM,2021-09-09,Puppy Raising
682,Flint,2FF21,Male,LR,B,2021-07-02,Oksana - 6OO19 - LRBF,Gomer - 4G319 - LRYM,2021-09-07,Puppy Raising
683,Fern,3FF21,Female,LR,B,2021-07-02,Oksana - 6OO19 - LRBF,Gomer - 4G319 - LRYM,2021-09-04,Puppy Raising
684,Frodo,4FF21,Male,LR,B,2021-07-02,Oksana - 6OO19 - LRBF,Gomer - 4G319 - LRYM,2021-09-15,Puppy Raising
687,Elliott,3EE21,Male,LR,B,2021-06-29,Frannie - 2FF17 - LRBF,Dasher - 6D418 - LRBM,2021-08-28,Puppy Raising
688,Ephram,4EE21,Male,LR,B,2021-06-29,Frannie - 2FF17 - LRBF,Dasher - 6D418 - LRBM,2021-09-25,Puppy Raising
691,Elmer,7EE21,Male,LR,B,2021-06-29,Frannie - 2FF17 - LRBF,Dasher - 6D418 - LRBM,2021-10-20,Puppy Raising
692,Elroy,8EE21,Male,LR,B,2021-06-29,Frannie - 2FF17 - LRBF,Dasher - 6D418 - LRBM,2021-08-26,Puppy Raising
693,Danielle,7DD21,Female,LR,B,2021-06-24,Caprice - 8C318 - LRBF,Ryan - 9RR17 - LRYM,2021-08-21,Puppy Raising
695,Chi,7CC21,Female,LR,B,2021-06-24,Fendi - 4F17 - LRBF,Elrod - 6E319 - LRBM,2021-08-19,Puppy Raising
696,Casey,3CC21,Male,LR,B,2021-06-24,Fendi - 4F17 - LRBF,Elrod - 6E319 - LRBM,2021-08-19,Puppy Raising
698,Cuba,4CC21,Female,LR,B,2021-06-24,Fendi - 4F17 - LRBF,Elrod - 6E319 - LRBM,2021-08-19,Puppy Raising
699,Colette,5CC21,Female,LR,B,2021-06-24,Fendi - 4F17 - LRBF,Elrod - 6E319 - LRBM,2021-08-27,Puppy Raising
700,Cobey,6CC21,Male,LR,B,2021-06-24,Fendi - 4F17 - LRBF,Elrod - 6E319 - LRBM,2021-08-24,Puppy Raising
701,Dante,2DD21,Male,LR,B,2021-06-24,Caprice - 8C318 - LRBF,Ryan - 9RR17 - LRYM,2021-08-20,Puppy Raising
702,Diesel,6DD21,Male,LR,B,2021-06-24,Caprice - 8C318 - LRBF,Ryan - 9RR17 - LRYM,2022-10-05,In Training
704,Dexter,3DD21,Male,LR,B,2021-06-24,Caprice - 8C318 - LRBF,Ryan - 9RR17 - LRYM,2021-08-20,Puppy Raising
706,Betty Ann,2BB21,Female,LR,B,2021-06-18,Buttons - 4B19 - LRYF,Arnie - 2A418 - LRBM,2021-08-20,Puppy Raising
709,Bunnie,4BB21,Female,LR,B,2021-06-18,Buttons - 4B19 - LRYF,Arnie - 2A418 - LRBM,2021-08-14,Puppy Raising
710,Arden,1AA21,Female,LR,Y,2021-06-17,Violet - 3VV19 - LRYF,Kisco - 6KK18 - LRYM,2021-08-12,Puppy Raising
711,Augie,2AA21,Male,LR,Y,2021-06-17,Violet - 3VV19 - LRYF,Kisco - 6KK18 - LRYM,2021-08-20,Puppy Raising
712,Annalise,8AA21,Female,LR,Y,2021-06-17,Violet - 3VV19 - LRYF,Kisco - 6KK18 - LRYM,2021-08-20,Puppy Raising
713,Aqua,3AA21,Female,LR,Y,2021-06-17,Violet - 3VV19 - LRYF,Kisco - 6KK18 - LRYM,2021-08-20,Puppy Raising
714,Amaya,4AA21,Female,LR,Y,2021-06-17,Violet - 3VV19 - LRYF,Kisco - 6KK18 - LRYM,2021-08-12,Puppy Raising
715,Angelica,5AA21,Female,LR,Y,2021-06-17,Violet - 3VV19 - LRYF,Kisco - 6KK18 - LRYM,2021-08-20,Puppy Raising
716,Alyssa,6AA21,Female,LR,Y,2021-06-17,Violet - 3VV19 - LRYF,Kisco - 6KK18 - LRYM,2021-08-14,Puppy Raising
717,Alec,7AA21,Male,LR,Y,2021-06-17,Violet - 3VV19 - LRYF,Kisco - 6KK18 - LRYM,2021-08-14,Puppy Raising
718,Adele,9AA21,Female,LR,Y,2021-06-17,Violet - 3VV19 - LRYF,Kisco - 6KK18 - LRYM,2021-08-12,Puppy Raising
719,Yale,2Y21,Male,LR,B,2021-06-15,Raelyn - 8R318 - LRBF,Gomer - 4G319 - LRYM,2021-08-26,Puppy Raising
722,Yukon,1Y21,Male,LR,Y,2021-06-15,Raelyn - 8R318 - LRBF,Gomer - 4G319 - LRYM,2021-08-11,Puppy Raising
723,Yoga,3Y21,Female,LR,Y,2021-06-15,Raelyn - 8R318 - LRBF,Gomer - 4G319 - LRYM,2021-08-11,Puppy Raising
724,Windy,3W21,Female,LR,B,2021-06-10,Nadine - 2N318 - LRBF,Odin - 5OO19 - LRBM,2021-08-12,Puppy Raising
726,Winsome,5W21,Female,LR,B,2021-06-10,Nadine - 2N318 - LRBF,Odin - 5OO19 - LRBM,2021-08-08,Puppy Raising
727,Webster,1W21,Male,LR,B,2021-06-10,Nadine - 2N318 - LRBF,Odin - 5OO19 - LRBM,2021-08-07,Puppy Raising
728,Wella,6W21,Female,LR,B,2021-06-10,Nadine - 2N318 - LRBF,Odin - 5OO19 - LRBM,2021-08-08,Puppy Raising
729,Whimsey,7W21,Female,LR,B,2021-06-10,Nadine - 2N318 - LRBF,Odin - 5OO19 - LRBM,2021-08-12,Puppy Raising
731,Wrangler,8W21,Male,LR,B,2021-06-10,Nadine - 2N318 - LRBF,Odin - 5OO19 - LRBM,2021-08-08,Puppy Raising
733,Viviann,1V21,Female,LR,Y,2021-06-09,Piper - 1P318 - LRYF,Bosley - 1B418 - LRBM,2022-09-29,In Training
736,Virgil,7V21,Male,LR,Y,2021-06-09,Piper - 1P318 - LRYF,Bosley - 1B418 - LRBM,2021-08-08,Puppy Raising
739,Van,2V21,Male,LR,Y,2021-06-09,Piper - 1P318 - LRYF,Bosley - 1B418 - LRBM,2021-08-08,Puppy Raising
